month,state,totals,year
4/1/2004,South Dakota,3250,2004
4/1/2004,Tennessee,13966,2004
4/1/2004,Texas,46175,2004
4/1/2004,Utah,5528,2004
4/1/2004,Vermont,1703,2004
4/1/2004,Virgin Islands,0,2004
4/1/2004,Virginia,13583,2004
4/1/2004,Washington,15849,2004
4/1/2004,West Virginia,9383,2004
4/1/2004,Wisconsin,15981,2004
4/1/2004,Wyoming,2815,2004
3/1/2004,Alabama,17249,2004
3/1/2004,Alaska,3235,2004
3/1/2004,Arizona,13258,2004
3/1/2004,Arkansas,11743,2004
3/1/2004,California,44793,2004
3/1/2004,Colorado,16334,2004
3/1/2004,Connecticut,10574,2004
3/1/2004,Delaware,1233,2004
3/1/2004,District of Columbia,4,2004
3/1/2004,Florida,25583,2004
3/1/2004,Georgia,18605,2004
3/1/2004,Guam,30,2004
3/1/2004,Hawaii,776,2004
3/1/2004,Idaho,6787,2004
3/1/2004,Illinois,51428,2004
3/1/2004,Indiana,16306,2004
3/1/2004,Iowa,9574,2004
3/1/2004,Kansas,8254,2004
3/1/2004,Kentucky,18647,2004
3/1/2004,Louisiana,12159,2004
3/1/2004,Maine,4268,2004
3/1/2004,Mariana Islands,0,2004
3/1/2004,Maryland,6345,2004
3/1/2004,Massachusetts,10213,2004
3/1/2004,Michigan,31287,2004
3/1/2004,Minnesota,22108,2004
3/1/2004,Mississippi,10511,2004
3/1/2004,Missouri,17844,2004
3/1/2004,Montana,6886,2004
3/1/2004,Nebraska,3504,2004
3/1/2004,Nevada,4817,2004
3/1/2004,New Hampshire,5322,2004
3/1/2004,New Jersey,3433,2004
3/1/2004,New Mexico,6837,2004
3/1/2004,New York,13372,2004
3/1/2004,North Carolina,23684,2004
3/1/2004,North Dakota,2661,2004
3/1/2004,Ohio,31499,2004
3/1/2004,Oklahoma,13570,2004
3/1/2004,Oregon,13561,2004
3/1/2004,Pennsylvania,50690,2004
3/1/2004,Puerto Rico,630,2004
3/1/2004,Rhode Island,1015,2004
3/1/2004,South Carolina,9952,2004
3/1/2004,South Dakota,3650,2004
3/1/2004,Tennessee,18284,2004
3/1/2004,Texas,50057,2004
3/1/2004,Utah,6241,2004
3/1/2004,Vermont,1848,2004
3/1/2004,Virgin Islands,0,2004
3/1/2004,Virginia,17099,2004
3/1/2004,Washington,19088,2004
3/1/2004,West Virginia,10544,2004
3/1/2004,Wisconsin,19197,2004
3/1/2004,Wyoming,2965,2004
2/1/2004,Alabama,20266,2004
2/1/2004,Alaska,2808,2004
2/1/2004,Arizona,14127,2004
2/1/2004,Arkansas,14016,2004
2/1/2004,California,40636,2004
2/1/2004,Colorado,14119,2004
2/1/2004,Connecticut,9993,2004
2/1/2004,Delaware,1258,2004
2/1/2004,District of Columbia,1,2004
2/1/2004,Florida,26760,2004
2/1/2004,Georgia,21660,2004
2/1/2004,Guam,38,2004
2/1/2004,Hawaii,496,2004
2/1/2004,Idaho,6102,2004
2/1/2004,Illinois,51698,2004
2/1/2004,Indiana,15525,2004
2/1/2004,Iowa,8155,2004
2/1/2004,Kansas,8417,2004
2/1/2004,Kentucky,21118,2004
2/1/2004,Louisiana,13736,2004
2/1/2004,Maine,3309,2004
2/1/2004,Mariana Islands,0,2004
2/1/2004,Maryland,6478,2004
2/1/2004,Massachusetts,8699,2004
2/1/2004,Michigan,26973,2004
2/1/2004,Minnesota,16547,2004
2/1/2004,Mississippi,13855,2004
2/1/2004,Missouri,17076,2004
2/1/2004,Montana,6509,2004
2/1/2004,Nebraska,3257,2004
2/1/2004,Nevada,4469,2004
2/1/2004,New Hampshire,4314,2004
2/1/2004,New Jersey,2981,2004
2/1/2004,New Mexico,7893,2004
2/1/2004,New York,10565,2004
2/1/2004,North Carolina,25119,2004
2/1/2004,North Dakota,2239,2004
2/1/2004,Ohio,30551,2004
2/1/2004,Oklahoma,16590,2004
2/1/2004,Oregon,11998,2004
2/1/2004,Pennsylvania,40847,2004
2/1/2004,Puerto Rico,610,2004
2/1/2004,Rhode Island,799,2004
2/1/2004,South Carolina,11262,2004
2/1/2004,South Dakota,3685,2004
2/1/2004,Tennessee,19565,2004
2/1/2004,Texas,55899,2004
2/1/2004,Utah,6382,2004
2/1/2004,Vermont,1515,2004
2/1/2004,Virgin Islands,0,2004
2/1/2004,Virginia,17268,2004
2/1/2004,Washington,17819,2004
2/1/2004,West Virginia,11403,2004
2/1/2004,Wisconsin,15590,2004
2/1/2004,Wyoming,2884,2004
1/1/2004,Alabama,20486,2004
1/1/2004,Alaska,2208,2004
1/1/2004,Arizona,12922,2004
1/1/2004,Arkansas,13029,2004
1/1/2004,California,43460,2004
1/1/2004,Colorado,14192,2004
1/1/2004,Connecticut,9205,2004
1/1/2004,Delaware,1218,2004
1/1/2004,District of Columbia,0,2004
1/1/2004,Florida,26510,2004
1/1/2004,Georgia,20161,2004
1/1/2004,Guam,31,2004
1/1/2004,Hawaii,546,2004
1/1/2004,Idaho,5156,2004
1/1/2004,Illinois,56792,2004
1/1/2004,Indiana,14800,2004
1/1/2004,Iowa,9542,2004
1/1/2004,Kansas,8278,2004
1/1/2004,Kentucky,19968,2004
1/1/2004,Louisiana,13432,2004
1/1/2004,Maine,3373,2004
1/1/2004,Mariana Islands,0,2004
1/1/2004,Maryland,5159,2004
1/1/2004,Massachusetts,9772,2004
1/1/2004,Michigan,24467,2004
1/1/2004,Minnesota,15236,2004
1/1/2004,Mississippi,12365,2004
1/1/2004,Missouri,16074,2004
1/1/2004,Montana,5428,2004
1/1/2004,Nebraska,3489,2004
1/1/2004,Nevada,4237,2004
1/1/2004,New Hampshire,4449,2004
1/1/2004,New Jersey,3180,2004
1/1/2004,New Mexico,6790,2004
1/1/2004,New York,10198,2004
1/1/2004,North Carolina,23794,2004
1/1/2004,North Dakota,2141,2004
1/1/2004,Ohio,26101,2004
1/1/2004,Oklahoma,14758,2004
1/1/2004,Oregon,10804,2004
1/1/2004,Pennsylvania,38117,2004
1/1/2004,Puerto Rico,548,2004
1/1/2004,Rhode Island,831,2004
1/1/2004,South Carolina,10061,2004
1/1/2004,South Dakota,3202,2004
1/1/2004,Tennessee,18923,2004
1/1/2004,Texas,56561,2004
1/1/2004,Utah,5223,2004
1/1/2004,Vermont,1125,2004
1/1/2004,Virgin Islands,0,2004
1/1/2004,Virginia,16254,2004
1/1/2004,Washington,15605,2004
1/1/2004,West Virginia,10809,2004
1/1/2004,Wisconsin,12078,2004
1/1/2004,Wyoming,2550,2004
12/1/2003,Alabama,35597,2003
12/1/2003,Alaska,3263,2003
12/1/2003,Arizona,16621,2003
12/1/2003,Arkansas,21262,2003
12/1/2003,California,49624,2003
12/1/2003,Colorado,20714,2003
12/1/2003,Connecticut,9379,2003
12/1/2003,Delaware,2261,2003
12/1/2003,District of Columbia,2,2003
12/1/2003,Florida,38282,2003
12/1/2003,Georgia,38134,2003
12/1/2003,Guam,42,2003
12/1/2003,Hawaii,629,2003
12/1/2003,Idaho,8334,2003
12/1/2003,Illinois,56386,2003
12/1/2003,Indiana,22204,2003
12/1/2003,Iowa,15003,2003
12/1/2003,Kansas,13095,2003
12/1/2003,Kentucky,30782,2003
12/1/2003,Louisiana,26414,2003
12/1/2003,Maine,4917,2003
12/1/2003,Mariana Islands,0,2003
12/1/2003,Maryland,8791,2003
12/1/2003,Massachusetts,9835,2003
12/1/2003,Michigan,39166,2003
12/1/2003,Minnesota,20769,2003
12/1/2003,Mississippi,23183,2003
12/1/2003,Missouri,25668,2003
12/1/2003,Montana,8152,2003
12/1/2003,Nebraska,6532,2003
12/1/2003,Nevada,5777,2003
12/1/2003,New Hampshire,4937,2003
12/1/2003,New Jersey,4041,2003
12/1/2003,New Mexico,8703,2003
12/1/2003,New York,15719,2003
12/1/2003,North Carolina,37286,2003
12/1/2003,North Dakota,3298,2003
12/1/2003,Ohio,37477,2003
12/1/2003,Oklahoma,22358,2003
12/1/2003,Oregon,17146,2003
12/1/2003,Pennsylvania,48979,2003
12/1/2003,Puerto Rico,769,2003
12/1/2003,Rhode Island,896,2003
12/1/2003,South Carolina,17124,2003
12/1/2003,South Dakota,5317,2003
12/1/2003,Tennessee,31093,2003
12/1/2003,Texas,86604,2003
12/1/2003,Utah,10747,2003
12/1/2003,Vermont,1754,2003
12/1/2003,Virgin Islands,0,2003
12/1/2003,Virginia,27911,2003
12/1/2003,Washington,20641,2003
12/1/2003,West Virginia,15309,2003
12/1/2003,Wisconsin,20026,2003
12/1/2003,Wyoming,4127,2003
11/1/2003,Alabama,25551,2003
11/1/2003,Alaska,2506,2003
11/1/2003,Arizona,11731,2003
11/1/2003,Arkansas,17620,2003
11/1/2003,California,41693,2003
11/1/2003,Colorado,15438,2003
11/1/2003,Connecticut,8320,2003
11/1/2003,Delaware,1944,2003
11/1/2003,District of Columbia,1,2003
11/1/2003,Florida,27481,2003
11/1/2003,Georgia,27622,2003
11/1/2003,Guam,25,2003
11/1/2003,Hawaii,547,2003
11/1/2003,Idaho,5504,2003
11/1/2003,Illinois,51054,2003
11/1/2003,Indiana,20023,2003
11/1/2003,Iowa,10925,2003
11/1/2003,Kansas,11940,2003
11/1/2003,Kentucky,23773,2003
11/1/2003,Louisiana,19197,2003
11/1/2003,Maine,5166,2003
11/1/2003,Mariana Islands,0,2003
11/1/2003,Maryland,9184,2003
11/1/2003,Massachusetts,8552,2003
11/1/2003,Michigan,36733,2003
11/1/2003,Minnesota,19386,2003
11/1/2003,Mississippi,19331,2003
11/1/2003,Missouri,23531,2003
11/1/2003,Montana,6006,2003
11/1/2003,Nebraska,5629,2003
11/1/2003,Nevada,4176,2003
11/1/2003,New Hampshire,5352,2003
11/1/2003,New Jersey,4071,2003
11/1/2003,New Mexico,6673,2003
11/1/2003,New York,17038,2003
11/1/2003,North Carolina,27707,2003
11/1/2003,North Dakota,3288,2003
11/1/2003,Ohio,35612,2003
11/1/2003,Oklahoma,18023,2003
11/1/2003,Oregon,11970,2003
11/1/2003,Pennsylvania,55272,2003
11/1/2003,Puerto Rico,554,2003
11/1/2003,Rhode Island,915,2003
11/1/2003,South Carolina,11422,2003
11/1/2003,South Dakota,4911,2003
11/1/2003,Tennessee,22810,2003
11/1/2003,Texas,60660,2003
11/1/2003,Utah,6606,2003
11/1/2003,Vermont,2158,2003
11/1/2003,Virgin Islands,0,2003
11/1/2003,Virginia,22905,2003
11/1/2003,Washington,16027,2003
11/1/2003,West Virginia,16434,2003
11/1/2003,Wisconsin,22696,2003
11/1/2003,Wyoming,2699,2003
10/1/2003,Alabama,20526,2003
10/1/2003,Alaska,4110,2003
10/1/2003,Arizona,12481,2003
10/1/2003,Arkansas,16301,2003
10/1/2003,California,43376,2003
10/1/2003,Colorado,17450,2003
10/1/2003,Connecticut,10710,2003
10/1/2003,Delaware,1671,2003
10/1/2003,District of Columbia,1,2003
10/1/2003,Florida,26637,2003
10/1/2003,Georgia,30028,2003
10/1/2003,Guam,39,2003
10/1/2003,Hawaii,666,2003
10/1/2003,Idaho,7470,2003
10/1/2003,Illinois,51128,2003
10/1/2003,Indiana,17872,2003
10/1/2003,Iowa,10194,2003
10/1/2003,Kansas,10264,2003
10/1/2003,Kentucky,23222,2003
10/1/2003,Louisiana,20286,2003
10/1/2003,Maine,8319,2003
10/1/2003,Mariana Islands,0,2003
10/1/2003,Maryland,7520,2003
10/1/2003,Massachusetts,11515,2003
10/1/2003,Michigan,38240,2003
10/1/2003,Minnesota,29185,2003
10/1/2003,Mississippi,15046,2003
10/1/2003,Missouri,23725,2003
10/1/2003,Montana,10344,2003
10/1/2003,Nebraska,5625,2003
10/1/2003,Nevada,4330,2003
10/1/2003,New Hampshire,6144,2003
10/1/2003,New Jersey,3643,2003
10/1/2003,New Mexico,7665,2003
10/1/2003,New York,17338,2003
10/1/2003,North Carolina,26582,2003
10/1/2003,North Dakota,4971,2003
10/1/2003,Ohio,26800,2003
10/1/2003,Oklahoma,16248,2003
10/1/2003,Oregon,12698,2003
10/1/2003,Pennsylvania,51311,2003
10/1/2003,Puerto Rico,714,2003
10/1/2003,Rhode Island,955,2003
10/1/2003,South Carolina,11100,2003
10/1/2003,South Dakota,7271,2003
10/1/2003,Tennessee,18831,2003
10/1/2003,Texas,65970,2003
10/1/2003,Utah,6534,2003
10/1/2003,Vermont,2621,2003
10/1/2003,Virgin Islands,0,2003
10/1/2003,Virginia,20115,2003
10/1/2003,Washington,19743,2003
10/1/2003,West Virginia,15458,2003
10/1/2003,Wisconsin,24314,2003
10/1/2003,Wyoming,3062,2003
9/1/2003,Alabama,17641,2003
9/1/2003,Alaska,3150,2003
9/1/2003,Arizona,11845,2003
9/1/2003,Arkansas,12916,2003
9/1/2003,California,42763,2003
9/1/2003,Colorado,15308,2003
9/1/2003,Connecticut,8025,2003
9/1/2003,Delaware,1266,2003
9/1/2003,District of Columbia,0,2003
9/1/2003,Florida,23621,2003
9/1/2003,Georgia,23349,2003
9/1/2003,Guam,16,2003
9/1/2003,Hawaii,703,2003
9/1/2003,Idaho,7691,2003
9/1/2003,Illinois,47580,2003
9/1/2003,Indiana,13720,2003
9/1/2003,Iowa,7735,2003
9/1/2003,Kansas,8004,2003
9/1/2003,Kentucky,17307,2003
9/1/2003,Louisiana,16515,2003
9/1/2003,Maine,5938,2003
9/1/2003,Mariana Islands,0,2003
9/1/2003,Maryland,5837,2003
9/1/2003,Massachusetts,12672,2003
9/1/2003,Michigan,33495,2003
9/1/2003,Minnesota,27540,2003
9/1/2003,Mississippi,11430,2003
9/1/2003,Missouri,17426,2003
9/1/2003,Montana,8208,2003
9/1/2003,Nebraska,4111,2003
9/1/2003,Nevada,3756,2003
9/1/2003,New Hampshire,5711,2003
9/1/2003,New Jersey,3074,2003
9/1/2003,New Mexico,6395,2003
9/1/2003,New York,14408,2003
9/1/2003,North Carolina,20031,2003
9/1/2003,North Dakota,4086,2003
9/1/2003,Ohio,23788,2003
9/1/2003,Oklahoma,12886,2003
9/1/2003,Oregon,14543,2003
9/1/2003,Pennsylvania,43833,2003
9/1/2003,Puerto Rico,673,2003
9/1/2003,Rhode Island,811,2003
9/1/2003,South Carolina,9906,2003
9/1/2003,South Dakota,5165,2003
9/1/2003,Tennessee,16340,2003
9/1/2003,Texas,63737,2003
9/1/2003,Utah,6529,2003
9/1/2003,Vermont,2215,2003
9/1/2003,Virgin Islands,0,2003
9/1/2003,Virginia,14928,2003
9/1/2003,Washington,18058,2003
9/1/2003,West Virginia,10656,2003
9/1/2003,Wisconsin,20542,2003
9/1/2003,Wyoming,3422,2003
8/1/2003,Alabama,17035,2003
8/1/2003,Alaska,3915,2003
8/1/2003,Arizona,12376,2003
8/1/2003,Arkansas,11464,2003
8/1/2003,California,45078,2003
8/1/2003,Colorado,16323,2003
8/1/2003,Connecticut,7756,2003
8/1/2003,Delaware,1236,2003
8/1/2003,District of Columbia,0,2003
8/1/2003,Florida,24348,2003
8/1/2003,Georgia,22256,2003
8/1/2003,Guam,23,2003
8/1/2003,Hawaii,598,2003
8/1/2003,Idaho,6021,2003
8/1/2003,Illinois,45035,2003
8/1/2003,Indiana,12531,2003
8/1/2003,Iowa,5539,2003
8/1/2003,Kansas,7634,2003
8/1/2003,Kentucky,18267,2003
8/1/2003,Louisiana,14049,2003
8/1/2003,Maine,4202,2003
8/1/2003,Mariana Islands,0,2003
8/1/2003,Maryland,5649,2003
8/1/2003,Massachusetts,9915,2003
8/1/2003,Michigan,24232,2003
8/1/2003,Minnesota,20094,2003
8/1/2003,Mississippi,12311,2003
8/1/2003,Missouri,15286,2003
8/1/2003,Montana,6793,2003
8/1/2003,Nebraska,3372,2003
8/1/2003,Nevada,4369,2003
8/1/2003,New Hampshire,4517,2003
8/1/2003,New Jersey,3121,2003
8/1/2003,New Mexico,6957,2003
8/1/2003,New York,10499,2003
8/1/2003,North Carolina,21568,2003
8/1/2003,North Dakota,2838,2003
8/1/2003,Ohio,22423,2003
8/1/2003,Oklahoma,14009,2003
8/1/2003,Oregon,11410,2003
8/1/2003,Pennsylvania,38578,2003
8/1/2003,Puerto Rico,672,2003
8/1/2003,Rhode Island,733,2003
8/1/2003,South Carolina,10259,2003
8/1/2003,South Dakota,3919,2003
8/1/2003,Tennessee,18585,2003
8/1/2003,Texas,64983,2003
8/1/2003,Utah,5376,2003
8/1/2003,Vermont,1647,2003
8/1/2003,Virgin Islands,0,2003
8/1/2003,Virginia,15365,2003
8/1/2003,Washington,16303,2003
8/1/2003,West Virginia,9555,2003
8/1/2003,Wisconsin,13592,2003
8/1/2003,Wyoming,2699,2003
7/1/2003,Alabama,13173,2003
7/1/2003,Alaska,2911,2003
7/1/2003,Arizona,10256,2003
7/1/2003,Arkansas,8085,2003
7/1/2003,California,40846,2003
7/1/2003,Colorado,12002,2003
7/1/2003,Connecticut,7741,2003
7/1/2003,Delaware,972,2003
7/1/2003,District of Columbia,3,2003
7/1/2003,Florida,19990,2003
7/1/2003,Georgia,16995,2003
7/1/2003,Guam,16,2003
7/1/2003,Hawaii,584,2003
7/1/2003,Idaho,4844,2003
7/1/2003,Illinois,30227,2003
7/1/2003,Indiana,11507,2003
7/1/2003,Iowa,4438,2003
7/1/2003,Kansas,4955,2003
7/1/2003,Kentucky,13348,2003
7/1/2003,Louisiana,10481,2003
7/1/2003,Maine,2903,2003
7/1/2003,Mariana Islands,0,2003
7/1/2003,Maryland,4605,2003
7/1/2003,Massachusetts,10566,2003
7/1/2003,Michigan,20248,2003
7/1/2003,Minnesota,15858,2003
7/1/2003,Mississippi,8382,2003
7/1/2003,Missouri,10987,2003
7/1/2003,Montana,5269,2003
7/1/2003,Nebraska,2148,2003
7/1/2003,Nevada,3505,2003
7/1/2003,New Hampshire,3470,2003
7/1/2003,New Jersey,2780,2003
7/1/2003,New Mexico,5433,2003
7/1/2003,New York,8745,2003
7/1/2003,North Carolina,15547,2003
7/1/2003,North Dakota,1894,2003
7/1/2003,Ohio,16800,2003
7/1/2003,Oklahoma,9998,2003
7/1/2003,Oregon,8552,2003
7/1/2003,Pennsylvania,32286,2003
7/1/2003,Puerto Rico,572,2003
7/1/2003,Rhode Island,689,2003
7/1/2003,South Carolina,7181,2003
7/1/2003,South Dakota,2652,2003
7/1/2003,Tennessee,13434,2003
7/1/2003,Texas,45602,2003
7/1/2003,Utah,4223,2003
7/1/2003,Vermont,1138,2003
7/1/2003,Virgin Islands,0,2003
7/1/2003,Virginia,12439,2003
7/1/2003,Washington,14572,2003
7/1/2003,West Virginia,7573,2003
7/1/2003,Wisconsin,9442,2003
7/1/2003,Wyoming,2165,2003
6/1/2003,Alabama,12709,2003
6/1/2003,Alaska,2704,2003
6/1/2003,Arizona,9724,2003
6/1/2003,Arkansas,7882,2003
6/1/2003,California,42438,2003
6/1/2003,Colorado,13193,2003
6/1/2003,Connecticut,7265,2003
6/1/2003,Delaware,1008,2003
6/1/2003,District of Columbia,0,2003
6/1/2003,Florida,20222,2003
6/1/2003,Georgia,16976,2003
6/1/2003,Guam,31,2003
6/1/2003,Hawaii,558,2003
6/1/2003,Idaho,4867,2003
6/1/2003,Illinois,27243,2003
6/1/2003,Indiana,14414,2003
6/1/2003,Iowa,4006,2003
6/1/2003,Kansas,5008,2003
6/1/2003,Kentucky,12708,2003
6/1/2003,Louisiana,9410,2003
6/1/2003,Maine,2659,2003
6/1/2003,Mariana Islands,0,2003
6/1/2003,Maryland,4917,2003
6/1/2003,Massachusetts,10576,2003
6/1/2003,Michigan,19730,2003
6/1/2003,Minnesota,16844,2003
6/1/2003,Mississippi,7679,2003
6/1/2003,Missouri,10474,2003
6/1/2003,Montana,5518,2003
6/1/2003,Nebraska,2099,2003
6/1/2003,Nevada,3151,2003
6/1/2003,New Hampshire,3441,2003
6/1/2003,New Jersey,3087,2003
6/1/2003,New Mexico,5137,2003
6/1/2003,New York,9404,2003
6/1/2003,North Carolina,15887,2003
6/1/2003,North Dakota,1929,2003
6/1/2003,Ohio,17488,2003
6/1/2003,Oklahoma,9650,2003
6/1/2003,Oregon,9172,2003
6/1/2003,Pennsylvania,32905,2003
6/1/2003,Puerto Rico,559,2003
6/1/2003,Rhode Island,625,2003
6/1/2003,South Carolina,7510,2003
6/1/2003,South Dakota,2601,2003
6/1/2003,Tennessee,13571,2003
6/1/2003,Texas,42514,2003
6/1/2003,Utah,6157,2003
6/1/2003,Vermont,1108,2003
6/1/2003,Virgin Islands,0,2003
6/1/2003,Virginia,11395,2003
6/1/2003,Washington,14947,2003
6/1/2003,West Virginia,7133,2003
6/1/2003,Wisconsin,9258,2003
6/1/2003,Wyoming,2289,2003
5/1/2003,Alabama,13175,2003
5/1/2003,Alaska,2745,2003
5/1/2003,Arizona,10819,2003
5/1/2003,Arkansas,8176,2003
5/1/2003,California,43667,2003
5/1/2003,Colorado,13048,2003
5/1/2003,Connecticut,7860,2003
5/1/2003,Delaware,1093,2003
5/1/2003,District of Columbia,0,2003
5/1/2003,Florida,20763,2003
5/1/2003,Georgia,16809,2003
5/1/2003,Guam,36,2003
5/1/2003,Hawaii,564,2003
5/1/2003,Idaho,5362,2003
5/1/2003,Illinois,33123,2003
5/1/2003,Indiana,15645,2003
5/1/2003,Iowa,4743,2003
5/1/2003,Kansas,5156,2003
5/1/2003,Kentucky,14032,2003
5/1/2003,Louisiana,9408,2003
5/1/2003,Maine,3194,2003
5/1/2003,Mariana Islands,0,2003
5/1/2003,Maryland,5019,2003
5/1/2003,Massachusetts,12481,2003
5/1/2003,Michigan,21821,2003
5/1/2003,Minnesota,15674,2003
5/1/2003,Mississippi,8148,2003
5/1/2003,Missouri,11468,2003
5/1/2003,Montana,5954,2003
5/1/2003,Nebraska,2280,2003
5/1/2003,Nevada,3693,2003
5/1/2003,New Hampshire,4017,2003
5/1/2003,New Jersey,3373,2003
5/1/2003,New Mexico,5661,2003
5/1/2003,New York,10359,2003
5/1/2003,North Carolina,15734,2003
5/1/2003,North Dakota,2170,2003
5/1/2003,Ohio,19288,2003
5/1/2003,Oklahoma,10286,2003
5/1/2003,Oregon,10383,2003
5/1/2003,Pennsylvania,37419,2003
5/1/2003,Puerto Rico,744,2003
5/1/2003,Rhode Island,737,2003
5/1/2003,South Carolina,7531,2003
5/1/2003,South Dakota,2720,2003
5/1/2003,Tennessee,13286,2003
5/1/2003,Texas,43876,2003
5/1/2003,Utah,4530,2003
5/1/2003,Vermont,1263,2003
5/1/2003,Virgin Islands,0,2003
5/1/2003,Virginia,13630,2003
5/1/2003,Washington,16493,2003
5/1/2003,West Virginia,8467,2003
5/1/2003,Wisconsin,10513,2003
5/1/2003,Wyoming,2450,2003
4/1/2003,Alabama,13240,2003
4/1/2003,Alaska,3166,2003
4/1/2003,Arizona,11516,2003
4/1/2003,Arkansas,9170,2003
4/1/2003,California,45508,2003
4/1/2003,Colorado,13153,2003
4/1/2003,Connecticut,8253,2003
4/1/2003,Delaware,1170,2003
4/1/2003,District of Columbia,1,2003
4/1/2003,Florida,21214,2003
4/1/2003,Georgia,16905,2003
4/1/2003,Guam,43,2003
4/1/2003,Hawaii,646,2003
4/1/2003,Idaho,5898,2003
4/1/2003,Illinois,43935,2003
4/1/2003,Indiana,15798,2003
4/1/2003,Iowa,6568,2003
4/1/2003,Kansas,6371,2003
4/1/2003,Kentucky,15413,2003
4/1/2003,Louisiana,9360,2003
4/1/2003,Maine,3594,2003
4/1/2003,Mariana Islands,0,2003
4/1/2003,Maryland,6242,2003
4/1/2003,Massachusetts,10364,2003
4/1/2003,Michigan,25693,2003
4/1/2003,Minnesota,16978,2003
4/1/2003,Mississippi,8174,2003
4/1/2003,Missouri,14355,2003
4/1/2003,Montana,6605,2003
4/1/2003,Nebraska,2821,2003
4/1/2003,Nevada,3835,2003
4/1/2003,New Hampshire,4711,2003
4/1/2003,New Jersey,3491,2003
4/1/2003,New Mexico,5889,2003
4/1/2003,New York,12154,2003
4/1/2003,North Carolina,17066,2003
4/1/2003,North Dakota,2375,2003
4/1/2003,Ohio,22394,2003
4/1/2003,Oklahoma,11771,2003
4/1/2003,Oregon,11687,2003
4/1/2003,Pennsylvania,42563,2003
4/1/2003,Puerto Rico,773,2003
4/1/2003,Rhode Island,831,2003
4/1/2003,South Carolina,7527,2003
4/1/2003,South Dakota,2889,2003
4/1/2003,Tennessee,13387,2003
4/1/2003,Texas,44287,2003
4/1/2003,Utah,4668,2003
4/1/2003,Vermont,1648,2003
4/1/2003,Virgin Islands,0,2003
4/1/2003,Virginia,13215,2003
4/1/2003,Washington,18172,2003
4/1/2003,West Virginia,9584,2003
4/1/2003,Wisconsin,15527,2003
4/1/2003,Wyoming,2460,2003
3/1/2003,Alabama,17213,2003
3/1/2003,Alaska,2759,2003
3/1/2003,Arizona,13234,2003
3/1/2003,Arkansas,11422,2003
3/1/2003,California,48429,2003
3/1/2003,Colorado,15687,2003
3/1/2003,Connecticut,9597,2003
3/1/2003,Delaware,1360,2003
3/1/2003,District of Columbia,2,2003
3/1/2003,Florida,25487,2003
3/1/2003,Georgia,23288,2003
3/1/2003,Guam,31,2003
3/1/2003,Hawaii,726,2003
3/1/2003,Idaho,7171,2003
3/1/2003,Illinois,46415,2003
3/1/2003,Indiana,14360,2003
3/1/2003,Iowa,8589,2003
3/1/2003,Kansas,8450,2003
3/1/2003,Kentucky,18342,2003
3/1/2003,Louisiana,12808,2003
3/1/2003,Maine,3980,2003
3/1/2003,Mariana Islands,1,2003
3/1/2003,Maryland,6938,2003
3/1/2003,Massachusetts,13102,2003
3/1/2003,Michigan,30012,2003
3/1/2003,Minnesota,19557,2003
3/1/2003,Mississippi,11064,2003
3/1/2003,Missouri,16987,2003
3/1/2003,Montana,6752,2003
3/1/2003,Nebraska,3345,2003
3/1/2003,Nevada,5029,2003
3/1/2003,New Hampshire,4972,2003
3/1/2003,New Jersey,4025,2003
3/1/2003,New Mexico,7019,2003
3/1/2003,New York,13245,2003
3/1/2003,North Carolina,21147,2003
3/1/2003,North Dakota,2501,2003
3/1/2003,Ohio,28489,2003
3/1/2003,Oklahoma,13211,2003
3/1/2003,Oregon,13674,2003
3/1/2003,Pennsylvania,52909,2003
3/1/2003,Puerto Rico,648,2003
3/1/2003,Rhode Island,875,2003
3/1/2003,South Carolina,10149,2003
3/1/2003,South Dakota,3650,2003
3/1/2003,Tennessee,18543,2003
3/1/2003,Texas,56761,2003
3/1/2003,Utah,5273,2003
3/1/2003,Vermont,1854,2003
3/1/2003,Virgin Islands,0,2003
3/1/2003,Virginia,17336,2003
3/1/2003,Washington,20934,2003
3/1/2003,West Virginia,10598,2003
3/1/2003,Wisconsin,17626,2003
3/1/2003,Wyoming,2613,2003
2/1/2003,Alabama,20440,2003
2/1/2003,Alaska,2931,2003
2/1/2003,Arizona,13568,2003
2/1/2003,Arkansas,13811,2003
2/1/2003,California,41724,2003
2/1/2003,Colorado,15067,2003
2/1/2003,Connecticut,7900,2003
2/1/2003,Delaware,1135,2003
2/1/2003,District of Columbia,0,2003
2/1/2003,Florida,25659,2003
2/1/2003,Georgia,27029,2003
2/1/2003,Guam,41,2003
2/1/2003,Hawaii,584,2003
2/1/2003,Idaho,6017,2003
2/1/2003,Illinois,43597,2003
2/1/2003,Indiana,13569,2003
2/1/2003,Iowa,7918,2003
2/1/2003,Kansas,8099,2003
2/1/2003,Kentucky,21067,2003
2/1/2003,Louisiana,13942,2003
2/1/2003,Maine,3099,2003
2/1/2003,Mariana Islands,3,2003
2/1/2003,Maryland,6717,2003
2/1/2003,Massachusetts,10285,2003
2/1/2003,Michigan,27025,2003
2/1/2003,Minnesota,14891,2003
2/1/2003,Mississippi,13657,2003
2/1/2003,Missouri,17562,2003
2/1/2003,Montana,5831,2003
2/1/2003,Nebraska,3320,2003
2/1/2003,Nevada,4022,2003
2/1/2003,New Hampshire,3728,2003
2/1/2003,New Jersey,3354,2003
2/1/2003,New Mexico,7344,2003
